sparsity,ipc,branch_miss_pct,l1_miss_pct,llc_miss_pct,frontend_stall_pct,backend_stall_pct,instructions,cycles
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
0.05,0.0,0.0,0.0,0.0,0.0,0.0,0,1
0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,1
0.15,0.0,0.0,0.0,0.0,0.0,0.0,0,1
0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,1
0.3,0.0,0.0,0.0,0.0,0.0,0.0,0,1
0.4,0.0,0.0,0.0,0.0,0.0,0.0,0,1
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1
0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,1
0.75,0.0,0.0,0.0,0.0,0.0,0.0,0,1
0.9,0.0,0.0,0.0,0.0,0.0,0.0,0,1
